database_identifier,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,Aerobic respiration and respiratory electron transport,Metabolism,Phase II - Conjugation of compounds,Metabolism of nucleotides,Sulfur amino acid metabolism,Signal Transduction,Disease,Innate Immune System,Immune System,Toll-like Receptor Cascades,Metabolism of steroid hormones,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,Metabolism of amine-derived hormones,Biological oxidations,Cytochrome P450 - arranged by substrate type,Phase I - Functionalization of compounds,Miscellaneous substrates,Endogenous sterols,Xenobiotics,Generic Transcription Pathway,Abacavir ADME,Abacavir metabolism,Visual phototransduction,Cellular responses to stress,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Selenoamino acid metabolism,The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Metabolism of polyamines,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Olfactory Signaling Pathway,Transport of small molecules,GPCR downstream signalling,Metabolism of proteins,G alpha (s) signalling events,G alpha (i) signalling events,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Proton-coupled monocarboxylate transport,GPCR ligand binding,Diseases of Immune System,Signaling by Retinoic Acid,RA biosynthesis pathway,Organic cation/anion/zwitterion transport,Metabolism of lipids,Metabolic disorders of biological oxidation enzymes,Diseases associated with the TLR signaling cascade,Organic anion transport,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),SLC transporter disorders,Disorders of transmembrane transporters,Infectious disease,Diseases of metabolism,Surfactant metabolism,Regulation of TLR by endogenous ligand,Post-translational protein modification,tRNA modification in the nucleus and cytosol,Metabolism of fat-soluble vitamins,Pyruvate metabolism,Tryptophan catabolism,Metabolism of amino acids and derivatives,tRNA processing,Pyrimidine salvage,Pyrimidine catabolism,RNA Polymerase II Transcription,Base Excision Repair,DNA Repair,Gene expression (Transcription),Purine salvage,Purine catabolism,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Transcriptional regulation by RUNX2,Metabolism of RNA,Cellular responses to stimuli,Nucleotide catabolism,Nucleotide salvage,Metabolism of steroids,Signaling by Nuclear Receptors,Signaling by TGFB family members,FOXO-mediated transcription,Vitamin B6 activation to pyridoxal phosphate,Sensory Perception,Nucleotide salvage defects,Defective HPRT1 disrupts guanine and hypoxanthine salvage,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,Nucleotide catabolism defects,Diseases of nucleotide metabolism,Drug ADME,Aspirin ADME,Retinoid metabolism and transport,Defective regulation of TLR7 by endogenous ligand,group_type
S00001196,-0.26174481324141136,-0.26174481324141136,0.41159469254755265,-0.47422721569990167,0.22800471746755652,0.639205557060944,0.11286282120527716,0.36336214467737027,-0.06763032274058516,0.23763595866565637,-0.007152695429858687,-0.007152695429858687,-0.007152695429858687,0.671481604713051,-0.47422721569990167,-0.3469788239559206,-0.008479114154819747,-0.47422721569990167,-0.12339182720055192,-0.0020202680868611615,0.4029443169697103,0.34498573670032995,0.4810138323444034,-0.46562900870936424,0.5744916208836672,0.4313599665881111,0.6488585653071108,0.6488585653071108,-0.460926840885868,0.5754075851364513,-0.4812028869717153,-0.4812028869717153,0.32276992728441056,-0.5376574301944453,0.671481604713051,-0.3271556875730143,-0.5585771550903903,-0.5198795609058395,0.09768117263283169,0.4639617872402763,-0.5212450709291774,-0.24762965808356793,-0.5011826945128065,0.0016879215222367855,0.5568232686928805,0.6967833260700237,-0.34367737632291046,0.4639617872402763,0.7811902045564373,-0.5585771550903903,-0.007152695429858687,-0.457418392591416,-0.457418392591416,-0.37598240772059704,-0.2746042322240709,0.061373692505482726,-0.007152695429858687,0.3643081755919109,-0.4240204390627892,0.7811902045564373,0.5123116976355288,0.5123116976355288,-0.4812028869717153,0.4288726616319715,0.6488585653071108,-0.007152695429858687,-0.2613087671631831,-0.4990964684512674,-0.48565211187539925,-0.47422721569990167,-0.2874900418166117,0.2799774465239452,-0.4990964684512674,0.15737004409778724,0.15737004409778724,0.4313599665881111,0.6532224476404868,-0.5544213554585705,0.4313599665881111,0.4934071888483935,0.48147227685226396,-0.19020538052884572,0.671481604713051,-0.4990964684512674,0.5754075851364513,0.11286282120527716,-0.04756046677053988,0.3252250106184379,-0.457418392591416,0.41159469254755265,0.3743272760077521,0.09269161922742235,-0.00856364594812716,-0.5567308883352912,0.6241776172631729,0.4940532918222971,0.4940532918222971,0.4934071888483935,0.6118986719754483,0.7811902045564373,-0.460926840885868,-0.007152695429858687,Case
S00001183,0.2717428700486865,0.2717428700486865,-0.5750507894572587,0.01428534883439394,-0.1905475183965987,-0.5509569444390238,-0.18649421480006179,-0.6163016334278857,-0.07862154841192975,0.06773473265984493,-0.5379393962221386,-0.5379393962221386,-0.5379393962221386,-0.25009442334924353,0.01428534883439394,-0.256841788768366,0.22837256015475618,0.01428534883439394,0.6457352299898849,-0.3304319128694338,-0.2441836162693273,-0.37960423173784047,0.2868266078661449,0.295925258435148,-0.22636823709910817,-0.06575206233402757,-0.06682775228373672,-0.06682775228373672,0.02701203205598599,-0.4324273448043456,-0.13903216692673076,-0.13903216692673076,0.17481837926061283,0.4462485618459607,-0.25009442334924353,0.5740605568965694,0.5989546710120462,0.5670754977087104,-0.14370020897513644,-0.34358898965350426,0.60132536484232,0.09088825918164888,0.6644083632420867,-0.29663873423196846,-0.3901778716937022,0.6239351497421979,-0.10726919968879985,-0.34358898965350426,-0.41820720386424715,0.5989546710120462,-0.5379393962221386,0.17892873102494736,0.17892873102494736,0.4822412435865735,-0.005790168346765487,-0.29724569510619137,-0.5379393962221386,-0.449330128154846,0.5794415976137275,-0.41820720386424715,-0.1793666560097959,-0.1793666560097959,-0.13903216692673076,0.35241337315120214,-0.06682775228373672,-0.5379393962221386,0.05948780206805092,0.7353909530377187,0.010271754778654643,0.01428534883439394,0.42190495651951965,-0.11207028581546763,0.7353909530377187,-0.23939540584497682,-0.23939540584497682,-0.06575206233402757,0.5678012068383407,-0.496546831782543,-0.06575206233402757,-0.02723196793442761,-0.026808962132410304,-0.38985130431911,-0.25009442334924353,0.7353909530377187,-0.4324273448043456,-0.18649421480006179,0.1188217076994102,-0.12760140898633004,0.17892873102494736,-0.5750507894572587,-0.5858915732121007,-0.5646701988407651,-0.2136518401010775,-0.41700151299976684,0.46205454452124506,-0.459365546673623,-0.459365546673623,-0.02723196793442761,-0.42734901807852177,-0.41820720386424715,0.02701203205598599,-0.5379393962221386,Case
S00001190,0.47544493715883546,0.47544493715883546,0.3103631689862801,-0.10227629712955813,-0.2711525843486811,-0.4286557576370206,0.27851222055156255,-0.37011636768424355,0.039055844828893196,-0.14883748866593646,0.5587513723137322,0.5587513723137322,0.5587513723137322,-0.3129162386030697,-0.10227629712955813,-0.34876970061217805,-0.26670694795144945,-0.10227629712955813,0.6504098267691838,-0.11330421399630727,-0.3822160466329774,-0.37405342230207117,-0.5892927055442246,0.7670365555040606,-0.5430128918803987,-0.1214732856937439,0.24079331905250034,0.24079331905250034,-0.07780365925251083,-0.036602865188679674,-0.19338099916745588,-0.19338099916745588,-0.5729467911312235,0.23900847771459272,-0.3129162386030697,0.5351214716700867,0.4046746287478434,0.4251605276852543,-0.3927332637968371,-0.4172390508787722,0.5479309847757441,-0.29124636986365005,0.6771762227503385,-0.20220421617195017,-0.5183270483467503,-0.5223347872891044,0.42413304880725666,-0.4172390508787722,-0.49569211994928375,0.4046746287478434,0.5587513723137322,-0.4415542517020802,-0.4415542517020802,0.6383481128242545,0.21144838268684313,0.0938354665681957,0.5587513723137322,-0.572375668622703,-0.46350253542487857,-0.49569211994928375,-0.3984799414812534,-0.3984799414812534,-0.19338099916745588,-0.1812976734295578,0.24079331905250034,0.5587513723137322,0.6295666912471244,0.4639877296532791,0.21031831062800949,-0.10227629712955813,-0.5732607243448908,0.0341889151365332,0.4639877296532791,0.5788641935307554,0.5788641935307554,-0.1214732856937439,-0.6325864581035857,0.6263649176898703,-0.1214732856937439,-0.06416875550861129,-0.05806863416901479,0.4887362903473851,-0.3129162386030697,0.4639877296532791,-0.036602865188679674,0.27851222055156255,-0.4728302448107333,0.08153191665970823,-0.4415542517020802,0.3103631689862801,0.5144577105388822,-0.5649245327956411,0.5126535538802779,0.5909366608471812,-0.5679499065136879,0.3582859732144058,0.3582859732144058,-0.06416875550861129,-0.3803549213242099,-0.49569211994928375,-0.07780365925251083,0.5587513723137322,Case
S00001197,-0.3679204479976883,-0.3679204479976883,-0.3905227587562861,0.5921656721130657,-0.24714592193737567,0.15979411799520712,-0.4251756545422215,0.49759925220648615,0.1885383007848306,-0.15957971342514596,-0.3419462233375863,-0.3419462233375863,-0.3419462233375863,0.1852629714237004,0.5921656721130657,0.09688797588457532,0.0013111522065180365,0.5921656721130657,0.43123767746656044,-0.08947191381789876,-0.05753024796402844,-0.06483017645311087,0.5714568341840993,-0.37443318960006483,0.38773265607361596,-0.048115777759067765,-0.6440484609015049,-0.6440484609015049,-0.15865154830330516,-0.11809728475294275,0.4943030156432738,0.4943030156432738,0.04648316631037671,-0.26555348960106406,0.1852629714237004,-0.43076654604660725,0.2251147188029974,-0.01078465846993225,-0.3686227256347585,-0.3522669324449091,-0.07385723445372751,0.6050583756889408,-0.4327109373280835,-0.5319244364502835,-0.49405167503409186,0.5589924544215289,0.3872157016700183,-0.3522669324449091,-0.4480629501882541,0.2251147188029974,-0.3419462233375863,-0.20091865160821804,-0.20091865160821804,0.5459805810580904,0.053923653923956726,-0.027187325848766722,-0.3419462233375863,-0.5371800499837529,0.4913120603275397,-0.4480629501882541,-0.20782256724923623,-0.20782256724923623,0.4943030156432738,-0.23396483770609508,-0.6440484609015049,-0.3419462233375863,-0.5321765995499017,-0.5434527125949948,-0.277447650349382,0.5921656721130657,0.5189877662935012,-0.013356553883556825,-0.5434527125949948,-0.6061496058697664,-0.6061496058697664,-0.048115777759067765,-0.34949854911292794,0.37075404328125516,-0.048115777759067765,-0.5442242372422645,-0.5086783086244542,0.24172139844828697,0.1852629714237004,-0.5434527125949948,-0.11809728475294275,-0.4251756545422215,0.4638861632128285,0.020410894694744233,-0.20091865160821804,-0.3905227587562861,-0.5578121897166111,-0.5552083528123062,0.31784621228915144,0.5519737122287423,-0.6015360072323799,-0.4285464677499977,-0.4285464677499977,-0.5442242372422645,-0.48903407803094945,-0.4480629501882541,-0.15865154830330516,-0.3419462233375863,Case
S00001184,-0.16176922443350295,-0.16176922443350295,-0.28400889914888067,-0.48431933585323605,-0.22624530773145263,0.21933933498956962,-0.04527042619945548,0.09514599363944443,-0.4382375275097528,-0.13862935077261698,-0.18838475175220376,-0.18838475175220376,-0.18838475175220376,0.6474024867430824,-0.48431933585323605,-0.3959789550238131,-0.4734182145643146,-0.48431933585323605,0.5468796329944184,-0.13558723881343357,0.5378000385885747,0.13019254948942213,0.6458705620647268,0.11914946984719564,0.531086562798829,0.6675188956018173,-0.0589770347566245,-0.0589770347566245,0.3750330648084845,0.6539398020895973,0.1498991080227012,0.1498991080227012,0.3041097964196435,-0.5432651628998597,0.6474024867430824,-0.5596837556546653,-0.12907606279385203,0.06751889881102317,0.2255558079515027,-0.032823724337953435,0.06236884917687214,0.031298755662167124,0.2861490525444028,0.2516289361824479,0.1072740625674661,-0.29654700298998016,-0.11756376700809301,-0.032823724337953435,0.2561205083812726,-0.12907606279385203,-0.18838475175220376,0.5663503861680124,0.5663503861680124,0.22524712543568262,0.2652480511846148,-0.5030017998366969,-0.18838475175220376,-0.10370739766619909,0.0056780343478624005,0.2561205083812726,-0.001215860516457401,-0.001215860516457401,0.1498991080227012,0.10883861582757434,-0.0589770347566245,-0.18838475175220376,-0.21328061626251188,-0.36419643357287723,0.3609536217936773,-0.48431933585323605,-0.5179705954778595,0.4696559880883774,-0.36419643357287723,0.15080527083344034,0.15080527083344034,0.6675188956018173,0.4827975781728818,-0.22200350820461698,0.6675188956018173,-0.005899518139241417,-0.075655061182211,-0.10058407033351444,0.6474024867430824,-0.36419643357287723,0.6539398020895973,-0.04527042619945548,-0.023596943560340786,0.5778654224916369,0.5663503861680124,-0.28400889914888067,0.6181423679903771,-0.05096519502764121,-0.11061104098639342,-0.18331331725532016,0.46323987081700824,-0.36652479919536474,-0.36652479919536474,-0.005899518139241417,0.06945664409048886,0.2561205083812726,0.3750330648084845,-0.18838475175220376,Case
S00001191,0.04231952166810038,0.04231952166810038,-0.3247125189449038,-0.5367321265468235,0.05591758481105844,0.2547513329123412,0.43299689333347685,-0.0018809046745352045,-0.20732234928229265,0.1653078430801969,0.5095681664052725,0.5095681664052725,0.5095681664052725,0.29018312592884715,-0.5367321265468235,-0.5088836865257718,-0.4697640056419823,-0.5367321265468235,-0.15017634061685164,-0.32796207913116826,-0.1101683590773023,-0.4549313512734268,0.4353748236614564,0.7267900037926139,0.07705295721785341,0.5235560646966364,0.0752245000659225,0.0752245000659225,0.49752256320326943,0.5325188864127981,-0.017501386236630546,-0.017501386236630546,-0.19109546508742248,-0.17780200879379754,0.29018312592884715,0.11451759085698471,0.43759467765728516,0.4497457825736139,-0.400309354229134,0.039476883111042416,0.44769532105565335,-0.35144739549773263,0.6826268223285445,-0.22971294504700826,-0.3778991388594341,-0.3881602701026302,-0.1170980083856895,0.039476883111042416,-0.49557407970333495,0.43759467765728516,0.5095681664052725,0.5668116599108247,0.5668116599108247,0.12943511527197407,0.5311172036552968,-0.3706677157376035,0.5095681664052725,-0.24296968855997764,-0.48965880169508536,-0.49557407970333495,-0.19105565609073605,-0.19105565609073605,-0.017501386236630546,-0.3020401574825202,0.0752245000659225,0.5095681664052725,0.15848057601866547,0.17208215625203535,0.2545699741797452,-0.5367321265468235,-0.026426926351756332,-0.24044400287844156,0.17208215625203535,0.3467451806377706,0.3467451806377706,0.5235560646966364,-0.3637209883857141,0.2440606307148185,0.5235560646966364,0.13781607231434276,0.11899099745003205,0.0404734783412491,0.29018312592884715,0.17208215625203535,0.5325188864127981,0.43299689333347685,-0.3052687494217825,0.3460039208559506,0.5668116599108247,-0.3247125189449038,0.608079084272296,-0.19080003340115204,0.3074831078822015,-0.07535064140746443,0.05920101678476055,0.4181590770742618,0.4181590770742618,0.13781607231434276,-0.15928632292229788,-0.49557407970333495,0.49752256320326943,0.5095681664052725,Case
S00001198,0.04231952166810038,0.04231952166810038,0.015527389801337704,-0.4718170103194727,-0.14464812248620362,0.06599624943625845,-0.10313011777471776,0.5695256560099472,0.3644551051343495,-0.1999519625435015,0.13045864655845574,0.13045864655845574,0.13045864655845574,-0.45331730386939595,-0.4718170103194727,-0.46995053390215746,-0.39622676778073457,-0.4718170103194727,-0.15017634061685164,0.5560217614316632,0.20712588807518062,0.4940327513506557,-0.35155773025849985,-0.27367432796470853,-0.4492145336648547,0.0362673292438867,0.24333613610071209,0.24333613610071209,-0.03160898152404553,-0.013196501315950087,-0.30628799187982886,-0.30628799187982886,-0.27977459588214526,-0.17780200879379754,-0.45331730386939595,-0.4210862368110211,-0.3450863486873461,-0.3935286812772884,-0.400309354229134,-0.03397243621768685,-0.46690783243726613,-0.012698375749482953,-0.19865474761465735,0.11565891857492817,-0.29555244698935484,-0.5203582453446083,-0.30273377698834697,-0.03397243621768685,-0.3256331294692591,-0.3450863486873461,0.13045864655845574,-0.15433229141304472,-0.15433229141304472,0.12943511527197407,-0.3643787119881065,-0.4242568734229336,0.13045864655845574,-0.24296968855997764,0.2777902818792985,-0.3256331294692591,-0.03514640388527083,-0.03514640388527083,-0.30628799187982886,0.5139608838796103,0.24333613610071209,0.13045864655845574,-0.2219745506363954,-0.5690620858599237,0.6021806730826238,-0.4718170103194727,-0.026426926351756332,-0.14987181291797833,-0.5690620858599237,-0.4084438581774046,-0.4084438581774046,0.0362673292438867,0.6583549927935824,-0.5309896913905076,0.0362673292438867,0.3530769170700223,0.2563133485625073,-0.4188111632554144,-0.45331730386939595,-0.5690620858599237,-0.013196501315950087,-0.10313011777471776,0.10722707865190392,-0.29063586233530375,-0.15433229141304472,0.015527389801337704,0.5973550983882179,-0.18556991936702344,0.2581132156746376,-0.5670000161173058,0.630749446509381,0.27579466782744017,0.27579466782744017,0.3530769170700223,-0.13131992740307052,-0.3256331294692591,-0.03160898152404553,0.13045864655845574,Case
S00001185,-0.324329623484984,-0.324329623484984,-0.22310366854862565,-0.3348137048438883,-0.26721903612621456,0.1431388777883688,0.10817338135274684,-0.10336348906760291,-0.21102818143066496,-0.18699046277670686,-0.5233277772903396,-0.5233277772903396,-0.5233277772903396,0.0031582675983992657,-0.3348137048438883,-0.2469134448741324,-0.3774827855441411,-0.3348137048438883,-0.5432256527693725,0.039697234704342825,0.006648469389720269,-0.19285450926003864,-0.030097621383392874,0.6888619355491631,-0.29324910938599036,0.34114376760683285,-0.29934141614130627,-0.29934141614130627,0.5794801756615865,0.3009543404593964,-0.13667218653245275,-0.13667218653245275,0.1542323382530186,-0.3550561573851903,0.0031582675983992657,0.2985960203304391,0.208439633980775,0.24127805367807448,0.3920165636336811,-0.14620989457065262,0.0819446819623863,-0.2551516519622052,0.6395937681814667,0.2930054997913249,-0.24849005364143228,0.7572523313612787,0.4346818730597061,-0.14620989457065262,-0.11599837568676892,0.208439633980775,-0.5233277772903396,0.710859301108492,0.710859301108492,-0.43635658541835526,0.5211327442600164,-0.5225530442641021,-0.5233277772903396,0.5494440479482692,-0.4503904800778815,-0.11599837568676892,-0.1734576168572807,-0.1734576168572807,-0.13667218653245275,-0.025241182826162462,-0.29934141614130627,-0.5233277772903396,0.5194547729159948,0.24014080606248348,0.158016452890416,-0.3348137048438883,0.688111913399558,-0.06875574465368844,0.24014080606248348,0.6016770625632676,0.6016770625632676,0.34114376760683285,-0.42135134477272235,0.3752667821536494,0.34114376760683285,-0.4512916133836407,-0.22173208824608479,0.614013481454182,0.0031582675983992657,0.24014080606248348,0.3009543404593964,0.10817338135274684,-0.38970995572138467,0.2666657226552304,0.710859301108492,-0.22310366854862565,0.5630329460838708,-0.4458660300906854,-0.021303294172964497,0.3671941352241669,-0.41882248477353573,-0.5463919576712981,-0.5463919576712981,-0.4512916133836407,-0.15529605948402866,-0.11599837568676892,0.5794801756615865,-0.5233277772903396,Case
S00001192,-0.5177281026425395,-0.5177281026425395,0.30165043369259914,-0.3828584941599033,-0.30236784717470605,-0.5383256452881339,-0.2690888722468198,0.15718839484301883,-0.2553200236264218,-0.30086341704314196,-0.4714001405048775,-0.4714001405048775,-0.4714001405048775,-0.0570209476469046,-0.3828584941599033,-0.44317449045408347,-0.25294574186899166,-0.3828584941599033,0.48373471207557767,0.09621014082659364,0.36667768148837304,0.2376988709931588,-0.07154461588014518,-0.4857497080135366,0.47014095175659154,0.03234089806855415,-0.31909536808461497,-0.31909536808461497,-0.5430551953502445,0.09184700374596068,-0.22278603826130677,-0.22278603826130677,0.6381070586902684,-0.3755956139043392,-0.0570209476469046,-0.05551262198004563,-0.18895039115905152,0.03827969501557726,0.2982685884741941,-0.21992934193972682,-0.04042813159069145,0.1270320226985856,-0.4817768601097212,0.40343323495575184,-0.44399443283507684,-0.4315496990773781,-0.2092881030080915,-0.21992934193972682,-0.3102819697681236,-0.18895039115905152,-0.4714001405048775,-0.49666201104752783,-0.49666201104752783,-0.0958825314275892,-0.15839565848189327,0.18708821129453146,-0.4714001405048775,0.07043222066145902,0.4269642412126937,-0.3102819697681236,-0.22145158085159591,-0.22145158085159591,-0.22278603826130677,0.17838478218956927,-0.31909536808461497,-0.4714001405048775,-0.42036966226906997,-0.344207108275574,0.30275662488893396,-0.3828584941599033,-0.07544889523526468,0.3588691246194817,-0.344207108275574,-0.37740903816190396,-0.37740903816190396,0.03234089806855415,0.4483910520838917,-0.45240447216903806,0.03234089806855415,-0.0746790987257803,-0.2370814830059648,-0.3117365350778413,-0.0570209476469046,-0.344207108275574,0.09184700374596068,-0.2690888722468198,0.15916208959359304,-0.1937629193675851,-0.49666201104752783,0.30165043369259914,-0.07249838475300896,-0.5190042656441632,-0.42197745474329684,-0.6142281687226541,0.6531040145289281,-0.5443760914394917,-0.5443760914394917,-0.0746790987257803,-0.3657029554578139,-0.3102819697681236,-0.5430551953502445,-0.4714001405048775,Case
S00001199,0.5060297243682265,0.5060297243682265,-0.3707269921459335,0.4608533241192171,-0.04627451493241729,0.055248120343311065,-0.034375098539992294,0.6937001655229792,0.17275255054663904,0.26399682999759133,0.5169807851800923,0.5169807851800923,0.5169807851800923,-0.19920878808763512,0.4608533241192171,0.44338338334159305,0.14854883169110228,0.4608533241192171,0.6379500416605172,0.20762885072095735,-0.22739149811361944,0.09793521089512376,-0.16702469858231633,-0.41814678588520665,0.01333888268693998,-0.2869685849445222,-0.3442749405387824,-0.3442749405387824,-0.1923823092729051,-0.21469249345281252,0.8098093426031658,0.8098093426031658,-0.5319316915386344,0.2705807036900187,-0.19920878808763512,-0.5296002214699885,-0.1227605540993729,-0.06731025002473476,0.3218908247318866,0.018689897752787635,0.02993463234664756,0.3362389769887083,-0.3360429619912464,0.37453327308008516,0.2263285160202745,0.6663005991250788,-0.15876899027669703,0.018689897752787635,0.5165760737842049,-0.1227605540993729,0.5169807851800923,-0.5580401958838026,-0.5580401958838026,-0.5453456864572818,-0.4033491343070577,0.14006384010759693,0.5169807851800923,0.6607024072993215,0.5125702479067088,0.5165760737842049,0.12108941596675676,0.12108941596675676,0.8098093426031658,0.04154988168007225,-0.3442749405387824,0.5169807851800923,-0.5408214892453651,-0.44641210716819735,0.5484193977497775,0.4608533241192171,-0.09628529894067736,0.24513850023370348,-0.44641210716819735,-0.394418898641453,-0.394418898641453,-0.2869685849445222,0.22874372705756435,-0.318912063831446,-0.2869685849445222,0.09726095363468787,-0.05916349923616954,-0.3227600862494822,-0.19920878808763512,-0.44641210716819735,-0.21469249345281252,-0.034375098539992294,-0.10543087087129499,-0.3886572249625236,-0.5580401958838026,-0.3707269921459335,-0.42344194382821854,-0.4903244022598957,-0.27033991543383734,-0.5856975562102448,0.5253337084144559,0.26264119661047525,0.26264119661047525,0.09726095363468787,0.33158273752577017,0.5165760737842049,-0.1923823092729051,0.5169807851800923,Case
S00001186,-0.335568203110273,-0.335568203110273,-0.582214762501752,0.5706105129570643,-0.24393371228804064,0.341602024204765,-0.04666511076668603,0.357416795647274,-0.09192884330296773,-0.3106420271220528,-0.5461442726484615,-0.5461442726484615,-0.5461442726484615,-0.5211106451124052,0.5706105129570643,0.11979487664908879,-0.18520456478804045,0.5706105129570643,0.2724348719041731,-0.282430157291121,-0.28919012353212437,-0.4620770879508296,-0.1702510441001641,0.6261092676120604,-0.44452203087648445,-0.1963549757695158,-0.2683800204424031,-0.2683800204424031,0.4657010346510903,-0.4588909643946581,0.46546149311748547,0.46546149311748547,0.0249222794786858,-0.34273254538832554,-0.5211106451124052,-0.36869236810256056,0.4038667417948448,0.5577737031098662,-0.45103836976901934,-0.27527408327192715,0.45490882830807344,0.22074794220151403,0.6045849371593224,0.21922299138072857,-0.29429253555665874,-0.4867436540547882,0.4015573061642706,-0.27527408327192715,-0.5120187887939085,0.4038667417948448,-0.5461442726484615,0.5705039614227893,0.5705039614227893,0.2781786779824184,0.3681303657757491,-0.5482235226483778,-0.5461442726484615,-0.23315617298067953,-0.35142389073141234,-0.5120187887939085,-0.48972720904002026,-0.48972720904002026,0.46546149311748547,-0.11242974175615437,-0.2683800204424031,-0.5461442726484615,-0.4580369003467575,-0.3643307274576396,0.11235702914793413,0.5706105129570643,0.3167707757368545,0.2644141750978046,-0.3643307274576396,0.5800164045705853,0.5800164045705853,-0.1963549757695158,-0.27026810234496496,0.156802274683013,-0.1963549757695158,-0.39640518210764714,-0.38239138245569493,0.545628675848765,-0.5211106451124052,-0.3643307274576396,-0.4588909643946581,-0.04666511076668603,-0.24029645459858368,0.05862267700808786,0.5705039614227893,-0.582214762501752,-0.22590039732493303,-0.382050940453871,0.22509704072097703,0.2252362180733658,-0.3949468931756834,-0.595818334197241,-0.595818334197241,-0.39640518210764714,-0.29327564359994857,-0.5120187887939085,0.4657010346510903,-0.5461442726484615,Case
S00001193,-0.12278968595182504,-0.12278968595182504,0.6268446170258098,-0.3263800366988791,0.15576845876457762,0.7283101451383031,-0.2089799189892277,-0.05973661375026466,-0.18845468061555987,-0.0985673831064379,-0.4524836500959352,-0.4524836500959352,-0.4524836500959352,-0.37714570460166064,-0.3263800366988791,-0.22876233141096877,-0.17235661977149502,-0.3263800366988791,0.23280290032063922,-0.3600020411559943,0.0005609136901080176,-0.07545480363844463,-0.5095140932417483,-0.3367229667291982,-0.45509327557460505,-0.4820095378037053,0.14256733220396822,0.14256733220396822,0.2802586948651502,-0.4037842888069722,-0.2599147463094746,-0.2599147463094746,0.25192694358643053,-0.43239313036849636,-0.37714570460166064,-0.2766060328990279,0.0933716351227105,0.23727473924215298,0.2829923472217531,0.3050204009571978,0.21285923326119813,0.21282087940364638,-0.09866685715218981,0.22522161655259998,0.5654152844927134,-0.21702353380590692,-0.02308488656871073,0.3050204009571978,0.6673001938246461,0.0933716351227105,-0.4524836500959352,0.3768353695453278,0.3768353695453278,-0.4743163004676883,-0.2031849419745433,0.4191873655877306,-0.4524836500959352,0.5403584850279187,0.47048920065618033,0.6673001938246461,0.1612674294437622,0.1612674294437622,-0.2599147463094746,-0.11212373149510428,0.14256733220396822,-0.4524836500959352,-0.28390633245283897,-0.12281285062852249,0.23496653505824186,-0.3263800366988791,0.21767111377536513,0.4456321521735763,-0.12281285062852249,-0.4731870823530281,-0.4731870823530281,-0.4820095378037053,-0.34256750039080514,0.35511771721799434,-0.4820095378037053,-0.19788092575578875,-0.2511236246563,-0.12855892898428925,-0.37714570460166064,-0.12281285062852249,-0.4037842888069722,-0.2089799189892277,0.31804666689844463,-0.5920616339790641,0.3768353695453278,0.6268446170258098,-0.43441022757439246,-0.4287566886098338,-0.09708658332805031,0.31688808982452377,-0.34797340566011997,-0.2137229156081384,-0.2137229156081384,-0.19788092575578875,0.5064475105606749,0.6673001938246461,0.2802586948651502,-0.4524836500959352,Case
