Samples,Class,1-(1-enyl-oleoyl)-GPE (P-18:1),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4),1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2),1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1),1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0),1-(1-enyl-palmitoyl)-GPC (P-16:0),1-(1-enyl-palmitoyl)-GPE (P-16:0),1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4),1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1_2-dilinoleoyl-GPC (18:2/18:2),1_2-dioleoyl-GPC (18:1/18:1),1_2-dipalmitoyl-GPC (16:0/16:0),1_2-distearoyl-GPC (18:0/18:0),13-HOTrE,1-arachidonoyl-GPC (20:4n6),1-arachidonoyl-GPE (20:4n6),1-lignoceroyl-GPC (24:0),1-linolenoyl-GPC (18:3),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),1-linoleoyl-GPC (18:2),1-linoleoyl-GPE (18:2),1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),1-oleoyl-2-linoleoyl-GPC (18:1/18:2),1-oleoyl-2-linoleoyl-GPE (18:1/18:2),1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),1-oleoyl-GPC (18:1),1-oleoyl-GPE (18:1),1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2),1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1),1-palmitoleoyl-GPC (16:1),1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4),1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1),1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2),1-palmitoyl-GPC (16:0),1-palmitoyl-GPE (16:0),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-linoleoyl-GPC (18:0/18:2),1-stearoyl-2-linoleoyl-GPE (18:0/18:2),1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-GPC (18:0),1-stearoyl-GPE (18:0),2-aminooctanoate,2-palmitoyl-GPC (16:0),4-cholesten-3-one,alpha-tocopherol,arachidonoylcholine,arachidonoyl ethanolamide,behenoyl sphingomyelin (d18:1/22:0),bilirubin (E_Z or Z_E),campesterol,cholate,cholesterol,cis-4-decenoyl carnitine,decanoylcarnitine,delta-tocopherol,dihomo-linolenoyl-choline,docosahexaenoylcholine,eicosapentaenoylcholine,fexofenadine,gamma-tocopherol/beta-tocopherol,glycosyl-N-palmitoyl-sphingosine,glycosyl-N-stearoyl-sphingosine,heme,hexanoylcarnitine,lactosyl-N-palmitoyl-sphingosine,laurylcarnitine,linoleamide (18:2n6),linoleoylcarnitine,myristoleoylcarnitine,myristoylcarnitine,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphingosine (d18:1/16:0),octanoylcarnitine,O-desmethylvenlafaxine,oleamide,oleoylcarnitine,oleoylcholine,oleoyl ethanolamide,palmitoleoylcarnitine,palmitoloelycholine,palmitoylcarnitine,palmitoylcholine,palmitoyl dihydrosphingomyelin (d18:0/16:0),palmitoyl sphingomyelin (d18:1/16:0),pantoprazole,paroxetine,piperine,quetiapine,retinal,retinol (Vitamin A),solanidine,spermidine,sphinganine,sphinganine-1-phosphate,sphingomyelin (d18:1/14:0_ d16:1/16:0),sphingomyelin (d18:1/15:0_ d16:1/17:0),sphingomyelin (d18:1/17:0_ d17:1/18:0_ d19:1/16:0),sphingomyelin (d18:1/18:1_ d18:2/18:0),sphingomyelin (d18:1/20:0_ d16:1/22:0),sphingomyelin (d18:1/20:1_ d18:2/20:0),sphingomyelin (d18:1/21:0_ d17:1/22:0_ d16:1/23:0),sphingomyelin (d18:1/22:1_ d18:2/22:0_ d16:1/24:1),sphingomyelin (d18:1/24:1_ d18:2/24:0),sphingomyelin (d18:2/14:0_ d18:1/14:1),sphingomyelin (d18:2/16:0_ d18:1/16:1),sphingomyelin (d18:2/23:0_ d18:1/23:1_ d17:1/24:1),sphingomyelin (d18:2/24:1_ d18:1/24:2),sphingosine,sphingosine 1-phosphate,stearamide,stearoylcarnitine,stearoyl sphingomyelin (d18:1/18:0),tricosanoyl sphingomyelin (d18:1/23:0),venlafaxine
48,Type:Ulcerative Colitis,3416127.0,92543584.0,15980323.0,85374256.0,1307975.0,49903024.0,3319847.0,4377761.0,34548608.0,27002610.0,4559291.0,39042128.0,4558737.0,2461264.0,81013952.0,108367360.0,92386128.0,1187538.0,610490.0,768746624.0,21401108.0,0.0,4574862.0,106540216.0,2458448.0,848963008.0,13059390.0,330868160.0,146680128.0,7425986.0,363890240.0,477887104.0,12167896.0,2237310.0,144768544.0,0.0,26235652.0,48395728.0,2120689408.0,23324804.0,100075832.0,1858594944.0,20784424.0,1287075072.0,19551178.0,99188736.0,32731108.0,97289168.0,1385123712.0,17355028.0,1327021184.0,92171768.0,968552704.0,49314024.0,293687616.0,9223202.0,554595712.0,24156348.0,659968.0,175676112.0,3639587.0,443573024.0,18341764.0,353818.0,870433920.0,234196.0,0.0,276400.0,470663360.0,61215336.0,68552648.0,297975.0,2705212.0,3945864.0,201714.0,0.0,23756668.0,6939643.0,1026102.0,57183952.0,16287112.0,50212144.0,25988230.0,83338432.0,37249064.0,69330016.0,15097242.0,5718362.0,67869904.0,61536440.0,0.0,169672192.0,80347760.0,6284910.0,1833567.0,22940600.0,512752.0,38030940.0,18090054.0,74746160.0,554457600.0,0.0,0.0,16472862.0,0.0,1112139.0,46278508.0,503006.0,7074307.0,465418.0,1184350.0,153420672.0,118798544.0,58419432.0,86283016.0,339235008.0,69524960.0,177635344.0,520701760.0,1292914048.0,13326327.0,355442688.0,275326976.0,552277248.0,1254793.0,7529882.0,25157802.0,9912751.0,288420768.0,426808544.0,0.0
56,Type:Ulcerative Colitis,929937.0,52337108.0,19916444.0,89552264.0,3520366.0,26322010.0,4505234.0,2871644.0,26520698.0,6054491.0,1699054.0,35452084.0,11323900.0,3657163.0,177299824.0,92353520.0,46087136.0,0.0,439450.0,171848528.0,11677637.0,632298.0,3300660.0,103986712.0,6335623.0,510566976.0,14245807.0,390565408.0,187698176.0,10350136.0,429643296.0,214467088.0,6501077.0,5272030.0,252828160.0,53347896.0,31906144.0,31664204.0,1311837184.0,16096508.0,58279100.0,2043185024.0,27462988.0,1131502080.0,16984260.0,190342992.0,19548292.0,104441712.0,775082752.0,7777784.0,877473664.0,71618280.0,1147899520.0,78717904.0,296373312.0,9383581.0,275821120.0,11171722.0,254848.0,62845980.0,3965302.0,383732608.0,1183878.0,240795.0,622283840.0,3208437.0,0.0,252491.0,430208480.0,135821792.0,293351520.0,196097.0,444089.0,298598.0,0.0,0.0,20540204.0,7170249.0,1589414.0,7979112.0,95222472.0,37503236.0,66792896.0,81153864.0,31870554.0,83904592.0,20683706.0,5794013.0,47160716.0,241471840.0,0.0,185287568.0,56936976.0,850886.0,1242160.0,28196800.0,0.0,39652776.0,2214500.0,73005016.0,344485376.0,251714.0,0.0,2505238.0,0.0,1433348.0,66498324.0,121495.0,742713.0,532209.0,1082867.0,150615584.0,104990728.0,53538604.0,55667308.0,343893408.0,36813904.0,112583216.0,394420096.0,973569856.0,14722033.0,239072192.0,168280256.0,454007488.0,1266044.0,5609263.0,23042876.0,7198659.0,230376592.0,253567456.0,0.0
63,Type:Ulcerative Colitis,1822540.0,94944784.0,25885602.0,93216032.0,1590698.0,32123748.0,2621915.0,3128439.0,35104304.0,25570448.0,3729157.0,52788040.0,4564427.0,2367293.0,171746528.0,111225208.0,61837928.0,3064216.0,469853.0,506219712.0,25004140.0,1360176.0,8272352.0,129188456.0,9874881.0,936682816.0,24955876.0,420857536.0,184016240.0,4486542.0,397183776.0,490678784.0,9214091.0,3033876.0,147197280.0,0.0,16172355.0,50636840.0,1316618368.0,11842900.0,115633304.0,1648975232.0,10284073.0,1172429440.0,7397655.0,85152840.0,38492648.0,102590504.0,1345724160.0,13464423.0,1132566400.0,59423860.0,1202038144.0,36918784.0,341515200.0,3907606.0,732907072.0,21176354.0,268840.0,148968752.0,4475153.0,352117344.0,5166164.0,0.0,583847168.0,15963753.0,443175.0,808050.0,510017696.0,121706952.0,128155736.0,97006.0,734044.0,1383677.0,0.0,0.0,20675224.0,5451472.0,2216364.0,5003082.0,42098268.0,51463424.0,40444124.0,149467840.0,76451880.0,84156824.0,13407386.0,2502641.0,62785128.0,106109216.0,0.0,286492160.0,80072512.0,2506557.0,1368155.0,20758832.0,122544.0,47214484.0,6904485.0,35540376.0,526214496.0,0.0,0.0,17817180.0,0.0,1377205.0,61736716.0,0.0,720816.0,315554.0,861446.0,99517128.0,80707720.0,45703112.0,68907088.0,325269920.0,53400528.0,82627952.0,443962496.0,1268210816.0,9621252.0,329258432.0,237838144.0,595168896.0,1243994.0,6596874.0,67662944.0,16745104.0,234278144.0,287937120.0,0.0
68,Type:Ulcerative Colitis,2126715.0,67175088.0,23734144.0,64165656.0,2250885.0,26695516.0,5036563.0,2473761.0,26353388.0,22929584.0,4855936.0,57300508.0,7834591.0,4451377.0,147827632.0,95815504.0,56241596.0,2668419.0,8182379.0,373983648.0,22639960.0,0.0,9784531.0,99352944.0,6307258.0,904506496.0,25801504.0,381931616.0,131387096.0,5318922.0,379948000.0,586657600.0,20023276.0,3090184.0,144933968.0,33353196.0,15843963.0,76316688.0,1131428096.0,13289265.0,97030744.0,1739494528.0,19045798.0,1448731264.0,28743772.0,186067984.0,31439494.0,133399456.0,1326493952.0,16573907.0,930716992.0,68183944.0,1237019008.0,62480568.0,545996800.0,23901800.0,695957248.0,28296558.0,157997.0,143461584.0,5406622.0,424252736.0,6357480.0,0.0,782285696.0,5025279.0,162524.0,351130.0,533070848.0,43034160.0,35896828.0,579686.0,2336675.0,3904725.0,402108.0,0.0,28360134.0,5709587.0,1363911.0,6482233.0,9918689.0,37006980.0,10804566.0,140390304.0,31384154.0,20029996.0,6896532.0,5982200.0,64198272.0,28305950.0,0.0,278524384.0,45841632.0,7042665.0,1021664.0,9660277.0,466895.0,34832160.0,13335166.0,64012436.0,512702496.0,0.0,0.0,263977984.0,0.0,1344055.0,70969912.0,0.0,2252035.0,323491.0,666434.0,161446656.0,116712896.0,56970060.0,60414036.0,383583136.0,35737152.0,141216160.0,407231296.0,1044490432.0,11354450.0,245462640.0,199708864.0,355079680.0,979400.0,5013013.0,34175508.0,12277981.0,232810784.0,321013984.0,0.0
71,Type:Ulcerative Colitis,3468452.0,116171896.0,28670052.0,78792608.0,1978750.0,40858848.0,2928418.0,3798938.0,38842756.0,37885784.0,4837086.0,68871632.0,7736999.0,2989835.0,118884960.0,87170520.0,68667344.0,4173445.0,437875.0,554592768.0,17917032.0,1438622.0,6780383.0,135853648.0,3420509.0,814837248.0,13167270.0,257288336.0,130927552.0,1468139.0,246265440.0,518627552.0,6408018.0,1480880.0,96613072.0,0.0,9897397.0,49544600.0,1416734592.0,7208225.0,80585816.0,1454881920.0,5032109.0,1169287552.0,4754964.0,77538864.0,46221536.0,70472760.0,1414822528.0,10947657.0,1100340608.0,39636692.0,924185920.0,17047556.0,313942048.0,1901238.0,704758528.0,17089492.0,588715.0,162046896.0,5284704.0,418713440.0,11168406.0,240270.0,687614400.0,14398430.0,0.0,0.0,523996640.0,39123272.0,70473280.0,149966.0,1835899.0,3353001.0,413005.0,0.0,30776712.0,5678861.0,1620308.0,1140331.0,17969428.0,45814864.0,24938888.0,173771504.0,35162976.0,37130884.0,13614544.0,3077426.0,55045840.0,51873480.0,0.0,346221536.0,71759816.0,5589362.0,1070720.0,12647411.0,278466.0,49363968.0,15176159.0,43517304.0,550771840.0,0.0,0.0,135824000.0,0.0,1757779.0,81542456.0,48084.0,1630366.0,263017.0,495081.0,157411472.0,135324880.0,59033572.0,59052608.0,355625600.0,45944480.0,145997280.0,479301280.0,977648128.0,11469686.0,284326976.0,221870288.0,385662240.0,682995.0,4121746.0,39069220.0,20033092.0,226588592.0,300412992.0,0.0
77,Type:Ulcerative Colitis,3280173.0,100594976.0,38214936.0,85326896.0,3939128.0,39958212.0,4214923.0,2932119.0,31391004.0,29667328.0,5913458.0,85260688.0,15501757.0,5328595.0,115605392.0,100136776.0,55676868.0,2132880.0,235466.0,388060192.0,13961873.0,1146803.0,6166432.0,57825240.0,2313097.0,790121792.0,11746354.0,165686128.0,132976472.0,2991495.0,150385584.0,533489440.0,6168447.0,993347.0,69887936.0,0.0,5998525.0,27705552.0,981301376.0,10335421.0,49016596.0,1323762816.0,8217743.0,1121606912.0,5777880.0,57010976.0,27784496.0,41635788.0,1112354048.0,11304066.0,844882368.0,39409760.0,977431424.0,20533316.0,329249344.0,2198917.0,574075264.0,13817464.0,1819424.0,117350784.0,3082288.0,372127392.0,4626641.0,214862.0,681420224.0,11327331.0,0.0,200368.0,343685760.0,31250164.0,54731676.0,0.0,1346964.0,2007722.0,254129.0,0.0,10290596.0,8662590.0,1053471.0,7700379.0,12724725.0,70565544.0,24563740.0,231827952.0,29550450.0,50074796.0,11697248.0,3429448.0,66236276.0,40481208.0,0.0,438176672.0,60971432.0,4318828.0,1381902.0,12722465.0,0.0,34352568.0,8804546.0,64276704.0,621131584.0,0.0,0.0,4369709.0,0.0,1184094.0,49410524.0,0.0,1421910.0,335745.0,611860.0,142757216.0,109647136.0,54953656.0,46338248.0,290961600.0,34032300.0,107402464.0,422026560.0,1061499264.0,6139801.0,238191184.0,183068992.0,386523136.0,923551.0,5400904.0,71263176.0,15385117.0,201667056.0,257298688.0,0.0
80,Type:Ulcerative Colitis,1279184.0,65405016.0,33042848.0,88331712.0,2753013.0,33712624.0,3181459.0,2845324.0,29914124.0,12817288.0,2960861.0,50967752.0,6621766.0,2588169.0,82992904.0,59770544.0,59995176.0,1720700.0,0.0,320383264.0,11044540.0,782299.0,7059705.0,83577560.0,4120981.0,550920896.0,8806487.0,257670848.0,112125896.0,2073239.0,277408416.0,310224064.0,4595224.0,2134523.0,78032560.0,11197458.0,5243330.0,28446720.0,1225048448.0,10297519.0,45520868.0,1457313280.0,9084719.0,1133417216.0,7422008.0,72926568.0,26070164.0,70671016.0,875799424.0,8601813.0,1046617152.0,44024928.0,1094065920.0,27729282.0,349365344.0,4110502.0,407843520.0,10817369.0,485900.0,57749980.0,3295393.0,407776224.0,1002428.0,119903.0,523342112.0,2925349.0,225847.0,154625.0,267382416.0,82893448.0,82004600.0,0.0,0.0,552989.0,106880.0,0.0,18350284.0,5069497.0,1445489.0,49939888.0,20252422.0,25820824.0,22825532.0,189141888.0,23629476.0,34259308.0,8561030.0,2805825.0,40293696.0,65679628.0,0.0,324067936.0,36822068.0,378975.0,676547.0,9063522.0,0.0,25993764.0,1504400.0,40223676.0,491433536.0,0.0,0.0,120234240.0,0.0,1250072.0,55082468.0,0.0,3026311.0,209978.0,456369.0,121043424.0,78936200.0,44550680.0,66753436.0,359383488.0,55721712.0,101125920.0,472475520.0,921408640.0,10840806.0,219179744.0,174131936.0,420194400.0,796092.0,3584885.0,36814136.0,6673342.0,217446576.0,192732064.0,0.0
88,Type:Ulcerative Colitis,1133470.0,47694996.0,28976588.0,55725588.0,2127789.0,24938866.0,3699989.0,2928091.0,28202996.0,13830389.0,2113946.0,55774516.0,4973103.0,3502668.0,145692672.0,117803808.0,52189248.0,1388439.0,0.0,324460000.0,33204244.0,537002.0,12557880.0,118237512.0,6739883.0,661776576.0,29872892.0,394634272.0,147249680.0,14620256.0,400185536.0,528834880.0,18890534.0,2329492.0,191845248.0,101294464.0,65914208.0,97916592.0,1464071936.0,39904312.0,60354000.0,1828804736.0,37947644.0,1695636096.0,34319852.0,380788288.0,27742784.0,115066864.0,1235246976.0,21008930.0,965849408.0,152827616.0,931036608.0,103314360.0,520604480.0,18374336.0,469029728.0,31667108.0,502251.0,153703584.0,4478605.0,327600512.0,3313775.0,224961.0,540473920.0,694123.0,125928.0,132227.0,453224160.0,27984692.0,46663604.0,1216403.0,1057168.0,829052.0,0.0,0.0,47380392.0,3040841.0,2225080.0,40911644.0,18066970.0,25365988.0,17061476.0,194653424.0,19389004.0,40341204.0,9472357.0,4731634.0,66395292.0,37295108.0,0.0,401240064.0,50589568.0,3144146.0,1524596.0,16410375.0,423596.0,36164020.0,5832649.0,38513064.0,354209472.0,0.0,0.0,90522064.0,100441008.0,1876890.0,78263008.0,255710.0,2552840.0,339352.0,674781.0,125838856.0,72076264.0,37881944.0,60268500.0,315039392.0,34682128.0,89321112.0,344831488.0,857652608.0,11034105.0,240296544.0,140416528.0,303174944.0,1323433.0,5364736.0,46582320.0,11260470.0,226059136.0,206645696.0,0.0
90,Type:Ulcerative Colitis,1137176.0,87617232.0,19708604.0,130346344.0,2587658.0,44943100.0,3133503.0,4018929.0,41672772.0,20217294.0,2207720.0,53484700.0,11830864.0,3444893.0,184983872.0,86967912.0,58028632.0,2541347.0,502430.0,307886624.0,14094874.0,921848.0,11350880.0,113124384.0,8379859.0,749163520.0,17594800.0,194258000.0,160632112.0,3748207.0,182877872.0,410451392.0,5305713.0,3183347.0,138831840.0,0.0,9758903.0,44188120.0,1035138240.0,10200079.0,63771260.0,1487126784.0,10439414.0,1107588736.0,7073980.0,92163888.0,30651496.0,56909308.0,970308416.0,7542442.0,811560064.0,35466612.0,1066397824.0,26971128.0,339686528.0,2805751.0,461713216.0,10371176.0,699105.0,100347936.0,2893682.0,164985888.0,2081163.0,0.0,522442080.0,0.0,314188.0,406421.0,285477440.0,32875810.0,41724560.0,0.0,348607.0,625869.0,0.0,0.0,9843157.0,5886657.0,1768186.0,275606240.0,10170224.0,40914212.0,19908904.0,84800296.0,44003568.0,34394832.0,10670791.0,3220505.0,50180392.0,29733884.0,0.0,179292720.0,62045168.0,1623477.0,1232182.0,10829286.0,0.0,38836840.0,3637657.0,49929956.0,463458496.0,0.0,0.0,1098950.0,0.0,1256722.0,48254184.0,0.0,11127905.0,249552.0,793227.0,133802576.0,102406384.0,49550392.0,48277200.0,306935168.0,40790816.0,85378648.0,391149824.0,846472576.0,7582596.0,226708752.0,139889216.0,337923840.0,667157.0,4746860.0,30646844.0,21065388.0,196648464.0,163585984.0,0.0
91,Type:Ulcerative Colitis,2098813.0,58735984.0,17387404.0,85994576.0,2517627.0,28716384.0,3366343.0,3261001.0,27051704.0,24760748.0,3760399.0,37254792.0,10629903.0,2700591.0,230421216.0,82493112.0,42249168.0,1233183.0,3972834.0,200434496.0,14413455.0,0.0,9776741.0,67455728.0,10522770.0,921507456.0,24657914.0,352259584.0,160814896.0,6917922.0,346856224.0,505127776.0,13044058.0,3861670.0,255457776.0,20994506.0,7009595.0,62287112.0,823892736.0,8558985.0,77940760.0,1666843136.0,15057855.0,1174807040.0,17363492.0,131348384.0,22545020.0,114161360.0,1016323008.0,8629199.0,576954368.0,45157484.0,1159964800.0,51430144.0,420017536.0,14525465.0,490273568.0,16367835.0,242177.0,98417560.0,2072113.0,243311616.0,2601157.0,222641.0,331688608.0,3625155.0,0.0,1627155.0,175444288.0,60191496.0,41936664.0,856922.0,1175761.0,581210.0,0.0,0.0,36158932.0,6171903.0,2289671.0,751117.0,12000996.0,39099032.0,14302829.0,71747072.0,41994664.0,27648952.0,8856136.0,9529120.0,54751408.0,33940252.0,0.0,166204704.0,49046800.0,5281168.0,1151120.0,10922549.0,347947.0,33376832.0,8589189.0,79491776.0,375272160.0,0.0,0.0,20333778.0,0.0,1531012.0,60393736.0,0.0,1775678.0,351295.0,855393.0,103229896.0,70723168.0,35687744.0,49542616.0,188706912.0,29142066.0,37995464.0,229505456.0,548427712.0,7148300.0,224083792.0,72266688.0,265380720.0,884010.0,4969020.0,27715828.0,10004724.0,179509456.0,88126048.0,0.0
