database_identifier,Neurotransmitter release cycle,Transmission across Chemical Synapses,Neuronal System,Developmental Biology,RORA activates gene expression,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Metabolism,Mitochondrial biogenesis,Signal Transduction,Integration of energy metabolism,Disease,Regulation of cholesterol biosynthesis by SREBP (SREBF),Organelle biogenesis and maintenance,Nicotinate metabolism,Metabolism of water-soluble vitamins and cofactors,Metabolism of vitamins and cofactors,Nicotinamide salvaging,PPARA activates gene expression,Carnitine shuttle,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Biological oxidations,Phase I - Functionalization of compounds,Transcriptional activation of mitochondrial biogenesis,Visual phototransduction,Cellular responses to stress,Activation of gene expression by SREBF (SREBP),The canonical retinoid cycle in rods (twilight vision),Peptide hormone metabolism,Hydroxycarboxylic acid-binding receptors,Signaling by GPCR,Class A/1 (Rhodopsin-like receptors),Transcriptional regulation of white adipocyte differentiation,Olfactory Signaling Pathway,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Transport of small molecules,GPCR downstream signalling,Beta-oxidation of pristanoyl-CoA,Peroxisomal lipid metabolism,Metabolism of proteins,Regulation of lipid metabolism by PPARalpha,Circadian Clock,Free fatty acids regulate insulin secretion,"Incretin synthesis, secretion, and inactivation","Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",G alpha (q) signalling events,G alpha (i) signalling events,Regulation of insulin secretion,"Transport of bile salts and organic acids, metal ions and amine compounds",Transport of inorganic cations/anions and amino acids/oligopeptides,"Transport of vitamins, nucleosides, and related molecules",SLC-mediated transmembrane transport,Multifunctional anion exchangers,Organic anion transporters,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Free fatty acid receptors,GPCR ligand binding,Organic cation/anion/zwitterion transport,Metabolism of lipids,SLC transporter disorders,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),Disorders of transmembrane transporters,Metabolism of fat-soluble vitamins,Tryptophan catabolism,Metabolism of amino acids and derivatives,Metabolism of carbohydrates,Transport of fatty acids,Cellular responses to stimuli,Metabolism of steroids,Fatty acid metabolism,Cytoprotection by HMOX1,Heme signaling,Sensory Perception,Cellular response to chemical stress,Sensory perception of taste,Retinoid metabolism and transport,Adipogenesis,Group,group_type
H2,-0.18226441472737545,-0.2504063801817635,-0.2504063801817635,0.30926598011851725,0.30926598011851725,0.30926598011851725,-0.2191408732522508,0.30926598011851725,0.20445012605241777,-0.5301739319663106,0.4774898004057858,0.30926598011851725,0.30926598011851725,0.6531536140086405,0.6531536140086405,0.12127918010544002,0.6531536140086405,0.30926598011851725,0.03038896228958067,0.30926598011851725,-0.08042478339886393,0.09394218876158922,0.30926598011851725,0.5868902146775263,0.30926598011851725,0.30926598011851725,0.5868902146775263,0.37925489817982766,-0.40045288873368495,0.20445012605241777,0.1770271313897091,0.30926598011851725,-0.35362136210242984,0.4024149222916218,0.4234730471494992,0.20445012605241777,0.6087144544464551,0.6087144544464551,0.29178809347882906,0.30926598011851725,0.30926598011851725,-0.5301739319663106,0.4024149222916218,-0.5301739319663106,0.22597855480337706,0.42049495629543493,-0.5301739319663106,-0.2076899155277058,0.6121872299292683,0.21550708629322893,0.4234730471494992,-0.4879460391129068,0.6531536140086405,-0.5301739319663106,0.22597855480337706,0.20445012605241777,-0.2076899155277058,0.2539567525798693,-0.4182239767196823,0.35204349866760565,-0.39431787847726074,0.5868902146775263,0.2869873922058744,-0.37389971163051977,0.36538692450800886,0.35204349866760565,0.30926598011851725,0.23164677465778039,0.1866940397847583,0.30926598011851725,0.30926598011851725,0.18090909309570746,0.30926598011851725,-0.2980793320896548,0.5868902146775263,0.30926598011851725,Group:H,Control
H21,0.2861040534192156,-0.08013341201771125,-0.08013341201771125,-0.12409506386787558,-0.12409506386787558,-0.12409506386787558,-0.3150986358948837,-0.12409506386787558,-0.19023732512503852,-0.24328705034732187,0.539996223463612,-0.12409506386787558,-0.12409506386787558,0.5035201192542731,0.5035201192542731,0.491522942332335,0.5035201192542731,-0.12409506386787558,-0.051224377490072845,-0.12409506386787558,-0.17273438247847084,0.13870640618632676,-0.12409506386787558,-0.32572611912694116,-0.12409506386787558,-0.12409506386787558,-0.32572611912694116,-0.1443504939238515,0.1791002142041955,-0.19023732512503852,-0.22728903713904142,-0.12409506386787558,-0.5142648406604807,-0.11430229451145996,0.6160280347957787,-0.19023732512503852,0.6692627868358426,0.6692627868358426,-0.22962607488025233,-0.12409506386787558,-0.12409506386787558,-0.24328705034732187,-0.11430229451145996,-0.24328705034732187,-0.2029626759927407,0.29751100459438784,-0.24328705034732187,-0.1921154846340005,0.5062958689205985,-0.3688033158100962,0.6160280347957787,-0.22423830436494918,0.5035201192542731,-0.24328705034732187,-0.2029626759927407,-0.19023732512503852,-0.1921154846340005,0.1470415350497483,-0.4850114317589026,-0.38826168253519294,-0.44302012218768777,-0.32572611912694116,-0.5921841970576782,-0.21819863912722684,0.5842659865211476,-0.38826168253519294,-0.12409506386787558,-0.11177980642205526,0.031798243502969316,-0.12409506386787558,-0.12409506386787558,0.5481596537086599,-0.12409506386787558,-0.41084954493821996,-0.32572611912694116,-0.12409506386787558,Group:H,Control
H23,0.26425562173391354,-0.3171361505308032,-0.3171361505308032,-0.3007925646135533,-0.3007925646135533,-0.3007925646135533,-0.24492551266595675,-0.3007925646135533,-0.368791483280044,0.2911268596057694,0.06758246253375416,-0.3007925646135533,-0.3007925646135533,0.23895432719356322,0.23895432719356322,0.41793044909557153,0.23895432719356322,-0.3007925646135533,-0.4455832769040545,-0.3007925646135533,-0.36664352544113293,0.30591170764651465,-0.3007925646135533,-0.5543655229070391,-0.3007925646135533,-0.3007925646135533,-0.5543655229070391,-0.47158854059209127,0.3158424332916774,-0.368791483280044,-0.3725537573610385,-0.3007925646135533,-0.3745656591244269,-0.4721794527446114,0.31646969427626015,-0.368791483280044,0.06155043912345737,0.06155043912345737,-0.471947042535092,-0.3007925646135533,-0.3007925646135533,0.2911268596057694,-0.4721794527446114,0.2911268596057694,-0.46796135293413443,-0.37359584753930786,0.2911268596057694,0.6273105361332953,0.3496235029308972,0.25705499849021024,0.31646969427626015,0.5831524234274268,0.23895432719356322,0.2911268596057694,-0.46796135293413443,-0.368791483280044,0.6273105361332953,0.3454339481993158,0.03622461487122667,-0.45398732347800985,-0.19239053934268632,-0.5543655229070391,0.4290581360338834,-0.3241188638610986,0.4529264449376336,-0.45398732347800985,-0.3007925646135533,0.08922345119880884,-0.09020097236594954,-0.3007925646135533,-0.3007925646135533,0.4073185121896913,-0.3007925646135533,-0.04406282185800573,-0.5543655229070391,-0.3007925646135533,Group:H,Control
H24,-0.16058632478873147,-0.25998575488322717,-0.25998575488322717,-0.6243045357429248,-0.6243045357429248,-0.6243045357429248,0.24826116859807515,-0.6243045357429248,-0.01614126517873538,-0.22197747277937555,-0.34723101998072875,-0.6243045357429248,-0.6243045357429248,0.5764756203304084,0.5764756203304084,0.6507015762276935,0.5764756203304084,-0.6243045357429248,-0.5163187030798101,-0.6243045357429248,0.36879549742929685,-0.48009805751413503,-0.6243045357429248,-0.480565490315886,-0.6243045357429248,-0.6243045357429248,-0.480565490315886,0.002209540540669533,0.4418883741000809,-0.01614126517873538,-0.10161264508967079,-0.6243045357429248,-0.2437980601208219,0.02299098262280342,0.045713971781879005,-0.01614126517873538,0.058386269947188756,0.058386269947188756,-0.03073969560136652,-0.6243045357429248,-0.6243045357429248,-0.22197747277937555,0.02299098262280342,-0.22197747277937555,-0.030744288533797997,-0.2615437368046138,-0.22197747277937555,-0.19635705956015062,0.44811521988832653,-0.23427101276472148,0.045713971781879005,-0.10588265457068488,0.5764756203304084,-0.22197747277937555,-0.030744288533797997,-0.01614126517873538,-0.19635705956015062,-0.3652652307327244,0.36790672419034987,-0.15618385339513302,0.36968784769375623,-0.480565490315886,0.6515277554729636,0.19527697117822662,0.2921455800819874,-0.15618385339513302,-0.6243045357429248,-0.5970295667005695,-0.40873509742731023,-0.6243045357429248,-0.6243045357429248,0.2355975311852584,-0.6243045357429248,0.14946079552136438,-0.480565490315886,-0.6243045357429248,Group:H,Control
H25,-0.5144376141440508,-0.30268864046737326,-0.30268864046737326,0.2623032920360223,0.2623032920360223,0.2623032920360223,0.40477944848878483,0.2623032920360223,0.13052440621003125,-0.09096256777251421,-0.3187258776243412,0.2623032920360223,0.2623032920360223,0.4003305071059356,0.4003305071059356,0.17821392362878158,0.4003305071059356,0.2623032920360223,-0.16735768805021078,0.2623032920360223,0.44834874635776417,-0.5365195644334376,0.2623032920360223,0.0853673974821687,0.2623032920360223,0.2623032920360223,0.0853673974821687,0.2239763306560223,-0.07498825751141039,0.13052440621003125,0.141460191880562,0.2623032920360223,-0.15332349494924397,0.266795093866613,-0.24271993515086918,0.13052440621003125,-0.4871710406477044,-0.4871710406477044,0.21457191737063347,0.2623032920360223,0.2623032920360223,-0.09096256777251421,0.266795093866613,-0.09096256777251421,0.21581917517806057,0.4148445848085391,-0.09096256777251421,-0.09396197486439031,0.2817223559110591,0.04396004093828546,-0.24271993515086918,-0.1476499733564237,0.4003305071059356,-0.09096256777251421,0.21581917517806057,0.13052440621003125,-0.09396197486439031,-0.19064753452057612,0.34748300734413745,0.1886833091707725,0.36689394561167155,0.0853673974821687,0.049597980695771426,0.20307515561343167,0.3603018144784827,0.1886833091707725,0.2623032920360223,0.2010422924166691,0.1933823977559537,0.2623032920360223,0.2623032920360223,0.14320416538913922,0.2623032920360223,-0.5183600886722051,0.0853673974821687,0.2623032920360223,Group:H,Control
H26,0.12092903036520657,-0.0596709029878041,-0.0596709029878041,-0.5772389980758618,-0.5772389980758618,-0.5772389980758618,-0.409462813047233,-0.5772389980758618,-0.1329379773719613,0.019482612462828966,0.39376394012125554,-0.5772389980758618,-0.5772389980758618,0.44129517116631295,0.44129517116631295,0.5715667262675247,0.44129517116631295,-0.5772389980758618,0.5778814695785581,-0.5772389980758618,-0.5431689698607725,0.45100412601990925,-0.5772389980758618,-0.47507407409581665,-0.5772389980758618,-0.5772389980758618,-0.47507407409581665,0.20149536517990724,0.6054335954114094,-0.1329379773719613,-0.1794926164390017,-0.5772389980758618,0.004993773189742782,0.01062437390147565,0.5487042784814085,-0.1329379773719613,0.6570635317414324,0.6570635317414324,0.16591429651172818,-0.5772389980758618,-0.5772389980758618,0.019482612462828966,0.01062437390147565,0.019482612462828966,-0.10585989297490468,-0.22024514327450484,0.019482612462828966,-0.2453780453499658,0.4400710366772283,-0.013992635553631894,0.5487042784814085,-0.20273910797434008,0.44129517116631295,0.019482612462828966,-0.10585989297490468,-0.1329379773719613,-0.2453780453499658,0.24664148535622377,-0.430190985364428,-0.06062710450010475,-0.41137675234390914,-0.47507407409581665,0.676209409118118,-0.40344596786313414,0.23461785190023052,-0.06062710450010475,-0.5772389980758618,-0.5719932761649317,-0.18656958495048032,-0.5772389980758618,-0.5772389980758618,0.051892320270725344,-0.5772389980758618,-0.020185718396326612,-0.47507407409581665,-0.5772389980758618,Group:H,Control
H27,0.5800387337894654,0.6148322129493505,0.6148322129493505,0.08918557797298113,0.08918557797298113,0.08918557797298113,-0.1561359737440286,0.08918557797298113,-0.2796836095442194,0.6980211199690288,0.34361272931615866,0.08918557797298113,0.08918557797298113,-0.24571288331267252,-0.24571288331267252,-0.1430446829927428,-0.24571288331267252,0.08918557797298113,-0.20476084425928245,0.08918557797298113,-0.23803720426610747,0.3433440926594549,0.08918557797298113,-0.05856394363845206,0.08918557797298113,0.08918557797298113,-0.05856394363845206,-0.23971784054429346,0.12146706007682703,-0.2796836095442194,-0.28065880447515307,0.08918557797298113,0.40477081171730744,-0.20567832739138908,0.05014372304211962,-0.2796836095442194,0.2319179562750099,0.2319179562750099,-0.17768729799806918,0.08918557797298113,0.08918557797298113,0.6980211199690288,-0.20567832739138908,0.6980211199690288,-0.1373797653432951,0.1160460329866876,0.6980211199690288,-0.2508980761601369,-0.10101182043760464,-0.24363417585394853,0.05014372304211962,-0.1377193711403648,-0.24571288331267252,0.6980211199690288,-0.1373797653432951,-0.2796836095442194,-0.2508980761601369,-0.255275356593101,-0.33780288244549406,-0.23061713575172907,-0.2829258450932985,-0.05856394363845206,0.15482023394787545,-0.05803234315021884,-0.06546528587604941,-0.23061713575172907,0.08918557797298113,0.023433917332300772,-0.07268881480099844,0.08918557797298113,0.08918557797298113,-0.32253019536591876,0.08918557797298113,0.34058504883178975,-0.05856394363845206,0.08918557797298113,Group:H,Control
H28,0.011744176857800031,0.02442995335610519,0.02442995335610519,-0.4572856249904814,-0.4572856249904814,-0.4572856249904814,0.40233356176433815,-0.4572856249904814,-0.12755982108150363,-0.08586900256946159,-0.5007658369434361,-0.4572856249904814,-0.4572856249904814,-0.38338187981909355,-0.38338187981909355,-0.11711856576460113,-0.38338187981909355,-0.4572856249904814,0.590066626873846,-0.4572856249904814,0.4365626614498346,-0.504269106310736,-0.4572856249904814,-0.45231383062353697,-0.4572856249904814,-0.4572856249904814,-0.45231383062353697,-0.16777487989280487,0.5543924092203008,-0.12755982108150363,-0.17725578074758466,-0.4572856249904814,0.5042018977486765,-0.2454094958381094,-0.4044560625545586,-0.12755982108150363,-0.39762660277702394,-0.39762660277702394,-0.14947528548837552,-0.4572856249904814,-0.4572856249904814,-0.08586900256946159,-0.2454094958381094,-0.08586900256946159,-0.05791482349197133,-0.09659951835810984,-0.08586900256946159,0.005429685522998598,-0.3772898950916973,-0.3711224070380253,-0.4044560625545586,-0.4504751559351942,-0.38338187981909355,-0.08586900256946159,-0.05791482349197133,-0.12755982108150363,0.005429685522998598,-0.31048954726282113,0.46451306885448046,-0.2670446284288637,0.4781805042361441,-0.45231383062353697,0.6582993940487302,0.2990635205435972,0.19340685968574137,-0.2670446284288637,-0.4572856249904814,-0.4545508019985888,-0.2561097347291606,-0.4572856249904814,-0.4572856249904814,-0.38272008576726924,-0.4572856249904814,0.31563500021200375,-0.45231383062353697,-0.4572856249904814,Group:H,Control
H3,-0.2948420484723274,-0.2889115619251452,-0.2889115619251452,0.5417475017848966,0.5417475017848966,0.5417475017848966,-0.014731771322515934,0.5417475017848966,-0.00602342861475523,0.12638322988374937,0.16084787704499612,0.5417475017848966,0.5417475017848966,0.33035607139558415,0.33035607139558415,-0.29599041825963457,0.33035607139558415,0.5417475017848966,-0.375741393191746,0.5417475017848966,-0.3314048126114322,0.2999243426393796,0.5417475017848966,0.6900371209018168,0.5417475017848966,0.5417475017848966,0.6900371209018168,0.053422613716732896,-0.47329858931473523,-0.00602342861475523,0.030353805848462135,0.5417475017848966,-0.2501697823039983,0.07781010234384905,0.014669055119070108,-0.00602342861475523,0.21001829987918894,0.21001829987918894,0.0315924683696302,0.5417475017848966,0.5417475017848966,0.12638322988374937,0.07781010234384905,0.12638322988374937,0.022887201060525844,0.3265558666043977,0.12638322988374937,-0.3518926699208679,0.2220142994961352,0.5001249901373777,0.014669055119070108,-0.19533738707555545,0.33035607139558415,0.12638322988374937,0.022887201060525844,-0.00602342861475523,-0.3518926699208679,0.4774470270702169,-0.1922686768142773,0.49513067608595723,-0.19425757477209954,0.6900371209018168,-0.39049138900989777,-0.29737166032526186,-0.244970764948156,0.49513067608595723,0.5417475017848966,0.6180149108108581,0.6320884602123636,0.5417475017848966,0.5417475017848966,0.05317794759643893,0.5417475017848966,-0.5549730444800903,0.6900371209018168,0.5417475017848966,Group:H,Control
H30,-0.1362807707045086,-0.3369494518667719,-0.3369494518667719,-0.44893952891782307,-0.44893952891782307,-0.44893952891782307,0.4597893995853504,-0.44893952891782307,0.0849690255735088,0.27472807630438284,-0.4234872406575168,-0.44893952891782307,-0.44893952891782307,-0.3601006837841676,-0.3601006837841676,-0.11640187024841944,-0.3601006837841676,-0.44893952891782307,0.243952475205036,-0.44893952891782307,0.42181668967212993,-0.336308454282919,-0.44893952891782307,-0.3902280180572971,-0.44893952891782307,-0.44893952891782307,-0.3902280180572971,-0.14359442082467294,-0.37333782868897847,0.0849690255735088,0.08073468948703169,-0.44893952891782307,0.4932510250270994,-0.16180033994618348,-0.3508989176622357,0.0849690255735088,-0.6105348998355936,-0.6105348998355936,-0.08432597609109997,-0.44893952891782307,-0.44893952891782307,0.27472807630438284,-0.16180033994618348,0.27472807630438284,-0.04272593011820545,-0.3074693960403498,0.27472807630438284,-0.2226327784868064,-0.3512686690172599,-0.15510413185728175,-0.3508989176622357,-0.44625994516485545,-0.3601006837841676,0.27472807630438284,-0.04272593011820545,0.0849690255735088,-0.2226327784868064,-0.511971300986796,0.3505350293760056,-0.05501065270914447,0.37670461197450483,-0.3902280180572971,-0.6283379295633571,0.5743481810616655,0.1434328013762109,-0.05501065270914447,-0.44893952891782307,-0.4692259888813734,-0.4067025921938674,-0.44893952891782307,-0.44893952891782307,-0.3430303055467631,-0.44893952891782307,0.5990745272952575,-0.3902280180572971,-0.44893952891782307,Group:H,Control
H31,-0.3361736906856048,-0.04271391804900621,-0.04271391804900621,0.5370752728021075,0.5370752728021075,0.5370752728021075,0.5553377954550898,0.5370752728021075,0.4382332348854144,-0.18848777700542904,-0.44086245116496053,0.5370752728021075,0.5370752728021075,-0.44347266438545735,-0.44347266438545735,-0.42851534702110156,-0.44347266438545735,0.5370752728021075,0.29755808182859966,0.5370752728021075,0.3855284274584812,-0.3021247626790803,0.5370752728021075,0.42617237563461224,0.5370752728021075,0.5370752728021075,0.42617237563461224,0.423350668947145,-0.4157031038771052,0.4382332348854144,0.4255080160327098,0.5370752728021075,0.6081553277061899,0.472920259945583,-0.40309544841744327,0.4382332348854144,-0.6544227820011221,-0.6544227820011221,0.45253532410689246,0.5370752728021075,0.5370752728021075,-0.18848777700542904,0.472920259945583,-0.18848777700542904,0.4851066115495427,-0.3694381366917749,-0.18848777700542904,-0.13481468715848063,-0.4483982608021897,0.13882427553966353,-0.40309544841744327,-0.3638051363852114,-0.44347266438545735,-0.18848777700542904,0.4851066115495427,0.4382332348854144,-0.13481468715848063,-0.10965463136852978,0.3159913733729828,0.23282939382651346,0.3338282571609425,0.42617237563461224,0.4619563314917675,0.601532223690892,-0.3142821749638203,0.23282939382651346,0.5370752728021075,0.4468317881836802,0.25287072287892964,0.5370752728021075,0.5370752728021075,-0.5450643856089282,0.5370752728021075,0.7012374093139225,0.42617237563461224,0.5370752728021075,Group:H,Control
H32,-0.23566778802931027,-0.11978931841064923,-0.11978931841064923,0.5464335619067282,0.5464335619067282,0.5464335619067282,-0.055683608150840974,0.5464335619067282,0.37180272373756224,0.015991377020424222,0.49235476982300735,0.5464335619067282,0.5464335619067282,-0.26264932940365665,-0.26264932940365665,-0.5001310792753166,-0.26264932940365665,0.5464335619067282,-0.33408374875164243,0.5464335619067282,-0.48936101544248306,0.6203628092971575,0.5464335619067282,0.6856071465244433,0.5464335619067282,0.5464335619067282,0.6856071465244433,0.5080398114398228,-0.4926206383623508,0.37180272373756224,0.3828460616177513,0.5464335619067282,0.3751060586644564,0.5107131041821799,0.1738590014266343,0.37180272373756224,0.5626552937434617,0.5626552937434617,0.4651282041514669,0.5464335619067282,0.5464335619067282,0.015991377020424222,0.5107131041821799,0.015991377020424222,0.4395281264366639,0.2971096387901607,0.015991377020424222,-0.3542661388974423,-0.06580224772321262,0.5799798315094085,0.1738590014266343,-0.30176480295480096,-0.26264932940365665,0.015991377020424222,0.4395281264366639,0.37180272373756224,-0.3542661388974423,0.46182243214524954,-0.4765952992233227,0.5506762477021033,-0.494874144017119,0.6856071465244433,0.16760931880440924,-0.4654251130173608,-0.21341326038017797,0.5506762477021033,0.5464335619067282,0.6497557256135247,0.5726163761046417,0.5464335619067282,0.5464335619067282,-0.4063028188399724,0.5464335619067282,-0.07727767604887284,0.6856071465244433,0.5464335619067282,Group:H,Control
H34,0.12302739276735407,0.19262146020059848,0.19262146020059848,0.18368411322089978,0.18368411322089978,0.18368411322089978,-0.04858371799592902,0.18368411322089978,-0.23608648848726238,0.05129035198039182,-0.05375459972371046,0.18368411322089978,0.18368411322089978,0.5903259956760718,0.5903259956760718,0.49316380576573066,0.5903259956760718,0.18368411322089978,-0.32164697793705005,0.18368411322089978,-0.1678266170941112,0.1568714148897935,0.18368411322089978,-0.45191808479927287,0.18368411322089978,0.18368411322089978,-0.45191808479927287,-0.3751707933110324,-0.5681333216764839,-0.23608648848726238,-0.275308420801438,0.18368411322089978,-0.25603905561716245,-0.37679519856144306,0.15792511879094875,-0.23608648848726238,0.2952962686252589,0.2952962686252589,-0.3940169726639323,0.18368411322089978,0.18368411322089978,0.05129035198039182,-0.37679519856144306,0.05129035198039182,-0.3598103002967065,0.42520726945145204,0.05129035198039182,-0.5358352957840599,0.5305905648295958,-0.43357056995847976,0.15792511879094875,-0.4217407178361036,0.5903259956760718,0.05129035198039182,-0.3598103002967065,-0.23608648848726238,-0.5358352957840599,-0.17826665160077,0.31160067289921767,-0.34442683780080563,0.3402019250020942,-0.45191808479927287,-0.5688769596151937,-0.4516007951587142,0.03265683013150194,-0.34442683780080563,0.18368411322089978,0.1082328071053333,0.0634670207317149,0.18368411322089978,0.18368411322089978,0.2954859599317734,0.18368411322089978,-0.5199665420638794,-0.45191808479927287,0.18368411322089978,Group:H,Control
H35,-0.20347838893102357,0.23278998650405983,0.23278998650405983,0.4699409685162723,0.4699409685162723,0.4699409685162723,0.249208842116411,0.4699409685162723,0.09991384256440192,0.2529571657656454,-0.1261034452637159,0.4699409685162723,0.4699409685162723,-0.4545782905120531,-0.4545782905120531,-0.376609233794753,-0.4545782905120531,0.4699409685162723,-0.05292227547952908,0.4699409685162723,0.4254682051290714,-0.47775332375187957,0.4699409685162723,0.4879173102065432,0.4699409685162723,0.4699409685162723,0.4879173102065432,-0.12307633790638149,0.30930222051100703,0.09991384256440192,0.14115646974108703,0.4699409685162723,0.38696106162730576,-0.09653579750280879,-0.33332367944180497,0.09991384256440192,-0.546796889547556,-0.546796889547556,0.01850926241020395,0.4699409685162723,0.4699409685162723,0.2529571657656454,-0.09653579750280879,0.2529571657656454,0.0659009341977932,-0.45823610169299583,0.2529571657656454,0.6163826840631907,-0.432709453624298,0.15072649610993175,-0.33332367944180497,0.7243911217341708,-0.4545782905120531,0.2529571657656454,0.0659009341977932,0.09991384256440192,0.6163826840631907,-0.07134812919103985,-0.0674347178886359,0.31181018984035774,-0.047067729647244455,0.4879173102065432,0.5541152066913032,0.4704229553150779,-0.458375827056139,0.31181018984035774,0.4699409685162723,0.3861527287894209,0.2799126904719871,0.4699409685162723,0.4699409685162723,-0.43930251458406666,0.4699409685162723,0.6496396481076465,0.4879173102065432,0.4699409685162723,Group:H,Control
H36,0.24453627120235233,0.238564299848417,0.238564299848417,0.5468571385522073,0.5468571385522073,0.5468571385522073,-0.15996293417520857,0.5468571385522073,-0.19502770090464572,0.2924385556731636,0.12351948011849052,0.5468571385522073,0.5468571385522073,-0.5782738373385264,-0.5782738373385264,-0.26640177306866636,-0.5782738373385264,0.5468571385522073,0.08704055437697487,0.5468571385522073,-0.30496229946045567,0.2988630297782093,0.5468571385522073,-0.228297454602961,0.5468571385522073,0.5468571385522073,-0.228297454602961,-0.03786714394198712,0.0616782034288882,-0.19502770090464572,-0.1431984373221238,0.5468571385522073,0.3100868515695152,-0.0521151480557562,0.25151980148835223,-0.19502770090464572,-0.12489513575993959,-0.12489513575993959,-0.023886576301363375,0.5468571385522073,0.5468571385522073,0.2924385556731636,-0.0521151480557562,0.2924385556731636,-0.02225518888956728,0.2384644693622774,0.2924385556731636,0.4297034194068903,-0.4985914641659087,0.31583028855296347,0.25151980148835223,0.5127755078410167,-0.5782738373385264,0.2924385556731636,-0.02225518888956728,-0.19502770090464572,0.4297034194068903,0.40231552146170313,-0.19947289025717244,-0.07212198365736128,-0.23466316593871558,-0.228297454602961,-0.1789350513066244,0.09706393627160666,-0.44831045389398466,-0.07212198365736128,0.5468571385522073,0.08783243590570375,0.2558485024083915,0.5468571385522073,0.5468571385522073,-0.21263475244990732,0.5468571385522073,-0.24248669863825495,-0.228297454602961,0.5468571385522073,Group:H,Control
H37,0.36497087979878456,0.42725342511992065,0.42725342511992065,0.2422676599576981,0.2422676599576981,0.2422676599576981,-0.00810445705016517,0.2422676599576981,-0.18123514927715328,0.41964676950699925,-0.06455550145704768,0.2422676599576981,0.2422676599576981,0.24921704347377077,0.24921704347377077,-0.035440752391257185,0.24921704347377077,0.2422676599576981,-0.39029764029989633,0.2422676599576981,-0.5636783536838129,0.6588682704685945,0.2422676599576981,0.36361255942650267,0.2422676599576981,0.2422676599576981,0.36361255942650267,-0.021616939288419193,0.5172701855284869,-0.18123514927715328,-0.2149755667881925,0.2422676599576981,-0.234928518515118,0.01020417845531577,-0.09408957977914234,-0.18123514927715328,0.19219819451818138,0.19219819451818138,-0.04305015271325534,0.2422676599576981,0.2422676599576981,0.41964676950699925,0.01020417845531577,0.41964676950699925,-0.04502524865883399,0.2122817880653005,0.41964676950699925,-0.5386981402388844,0.05571183147547981,0.03677555507134252,-0.09408957977914234,-0.46130737831696333,0.24921704347377077,0.41964676950699925,-0.04502524865883399,-0.18123514927715328,-0.5386981402388844,-0.10273156317240129,0.16648551949407225,0.0733128099678968,0.17686578109781517,0.36361255942650267,0.518517199763484,-0.2601075409083389,-0.2922437774106946,0.0733128099678968,0.2422676599576981,0.15993357893045798,0.20453612237858323,0.2422676599576981,0.2422676599576981,0.1481389939765822,0.2422676599576981,-0.5439831916604659,0.36361255942650267,0.2422676599576981,Group:H,Control
H38,-0.5194753597117096,-0.18986063397049238,-0.18986063397049238,0.01811213457209977,0.01811213457209977,0.01811213457209977,0.20066837397653098,0.01811213457209977,0.17936468742081324,-0.5357038091096505,0.1056418602977206,0.01811213457209977,0.01811213457209977,0.08760568008834198,0.08760568008834198,-0.047964633348678946,0.08760568008834198,0.01811213457209977,-0.47884607686776487,0.01811213457209977,0.3048666555029248,-0.46709366276983577,0.01811213457209977,0.10813098438075334,0.01811213457209977,0.01811213457209977,0.10813098438075334,0.1674837375645466,-0.5218682420120139,0.17936468742081324,0.21527098162588013,0.01811213457209977,0.07507786938508487,0.19261538748589885,-0.05704639069824851,0.17936468742081324,0.08033112837236789,0.08033112837236789,0.1723474473182276,0.01811213457209977,0.01811213457209977,-0.5357038091096505,0.19261538748589885,-0.5357038091096505,0.19820115688030213,0.5627574926623204,-0.5357038091096505,-0.5969093464230681,0.13605613869609776,-0.015231490312708795,-0.05704639069824851,-0.5202308782380614,0.08760568008834198,-0.5357038091096505,0.19820115688030213,0.17936468742081324,-0.5969093464230681,-0.20168739846455802,-0.04539512639157865,0.1364390192190118,-0.012072285136920477,0.10813098438075334,0.6480600165161569,0.08453282663619241,-0.22717915600571678,0.1364390192190118,0.01811213457209977,-0.025867835042728254,0.09489214147133498,0.01811213457209977,0.01811213457209977,-0.03480609296230964,0.01811213457209977,-0.2860350227817154,0.10813098438075334,0.01811213457209977,Group:H,Control
